,"Propinsi, Kab/Kota","Kecamatan, Desa/Kel",Alamat,Koordinat
4467,"JAWA TIMUR, KAB. PACITAN","TULAKAN, KALIKUNING",SONO,"-8.120791, 111.0801317"
4468,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, JETIS LOR",DUSUN PETUNG,"-7.97466568, 111.18713176"
4469,"JAWA TIMUR, KAB. PACITAN","ARJOSARI, PAGUTAN",DSN. KRAJAN,"-8.13294537361996, 111.154656948487"
4470,"JAWA TIMUR, KAB. PROBOLINGGO","BANTARAN, BESUK",DUSUN POLAY,"-7.85551166666667, 113.18918"
4471,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, PEGIRIAN",PEGIRIAN 6/16,"-7.22516333333333, 112.747255"
4472,"JAWA TIMUR, KOTA SURABAYA","ASEM ROWO, ASEM ROWO",TAMBAK DALAM UTAMA NO. 37,"-7.24801272153854, 112.708000279963"
4473,"JAWA TIMUR, KAB. MALANG","GEDANGAN, SEGARAN",DSN SUMBERKOTES KULON,"-8.26525, 112.648068333333"
4474,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, PURWOHARJO",GUMUKREJO,"-8.4940719, 114.2207467"
4475,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, ARGOSUKO",DSN KEDEN,"-8.03843406960368, 112.749198423699"
4476,"JAWA TIMUR, KAB. MALANG","SUMBERMANJING WETAN, KLEPU",SUMBERGENTONG,"-8.2624117, 112.741412"
4477,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, KARANGANYAR",DUSUN KARANGANYAR KIDUL,"-8.0726973, 112.7570197"
4478,"JAWA TIMUR, KAB. MALANG","TAJINAN, JAMBEARJO",DUSUN KARANG JAMBE,"-8.07820308, 112.66280655"
4479,"JAWA TIMUR, KAB. MALANG","JABUNG, JABUNG",JL GUNUNG SARI,"-7.9078263, 112.7587441"
4480,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KRAJAN,"-8.21000102441758, 113.665068950504"
4481,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, BELUNG",DUSUN BELUNG,"-8.0282863, 112.768101"
4482,"JAWA TIMUR, MAGETAN","BARAT, PURWODADI",PURWODADI,"-7.5477327, 111.4549392"
4483,"JAWA TIMUR, KAB. MALANG","JABUNG, JABUNG",JL WONOSARI,"-7.91119166666667, 112.741401666667"
4484,"JAWA TIMUR, KOTA SURABAYA","GUNUNG ANYAR, GUNUNG ANYAR TAMBAK",JL.GUNUNGANYAR TAMBAK I / 14,"-7.3453333, 112.8042116"
4485,"JAWA TIMUR, KAB. MALANG","KASEMBON, KASEMBON",DSN SEPUDAK,"-7.7786726, 112.3121327"
4486,"JAWA TIMUR, KAB. BANYUWANGI","KABAT, TAMBONG",DUSUN KEJOYO,"-8.256269, 114.3037125"
4487,"JAWA TIMUR, KAB. MALANG","PAGELARAN, KANIGORO",DSN NGIPIK,"-8.1935151, 112.5849578"
4488,"JAWA TIMUR, KAB. JOMBANG","BANDARKEDUNGMULYO, GONDANGMANIS",DSN GONDANG LEGI,"-7.576265, 112.135968333333"
4489,"JAWA TIMUR, KAB. MALANG","DAU, KALISONGO",DSN KUSO,"-7.96669971, 112.57277314"
4490,"JAWA TIMUR, KAB. PROBOLINGGO","BESUK, ALASTENGAH",DUSUN RABASAN,"-7.7683254, 113.4944087"
4491,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, PATOMAN",DUSUN BLIBIS,"-8.32944095, 114.35058609"
4492,"JAWA TIMUR, KAB. MALANG","WAGIR, JEDONG",DKH KROBYO'AN,"-7.9885321, 112.5846724"
4493,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSUKO,"-8.1976325, 112.8845869"
4494,"JAWA TIMUR, KOTA PROBOLINGGO","KANIGARAN, KEBONSARI WETAN",JL KH ACH DAHLAN GG JAMUR 10,"-7.758367, 113.2208983"
4495,"JAWA TIMUR, KOTA PASURUAN","GADINGREJO, GADINGREJO",JL SOEKARNO HATTA ZIPUR 10 ,"-7.6456077, 112.8745297"
4496,"JAWA TIMUR, KOTA BATU","BATU, TEMAS",JL. DEWI SARTIKA III H TERUSAN,"-7.8849218, 112.5357616"
4497,"JAWA TIMUR, KAB. MALANG","PAGELARAN, BANJAREJO",JL. KH HASYIM ASYARI,"-8.1764304, 112.615209"
4498,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",PERUM ARJASA ASRI I BLOK G-8 DUSUN TEGAL BAGO,"-8.1433088, 113.7204085"
4499,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN AJUNG WETAN,"-8.21294667664915, 113.678747797385"
4500,"JAWA TIMUR, KAB. MALANG","BANTUR, WONOKERTO",DUSUN WONOGIRI,"-8.2378005, 112.5936017"
4501,"JAWA TIMUR, KAB. NGANJUK","BAGOR, NGUMPUL",DSN. GAGAN,"-7.5823433, 111.8458429"
4502,"JAWA TIMUR, KAB. MALANG","TUMPANG, TULUSBESAR",DSN PRAPATAN,"-8.02179833333333, 112.768483333333"
4503,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. BINOR II / 5,"-7.96880245674402, 112.648234460503"
4504,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNJUNGSEKAR",JL. TERS. PIRANHA ATAS NO.51-B,"-7.9295461, 112.6334996"
4505,"JAWA TIMUR, KAB. LAMONGAN","BRONDONG, TLOGORETNO",TLOGORETNO,"-6.9274638, 112.2277834"
4506,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, PONCOKUSUMO",PONCOKUSUMO,"-8.05404666666667, 112.810046666667"
4507,"JAWA TIMUR, KEDIRI","GROGOL, GAMBYOK",DUSUN GAMBYOK,"-7.73654545984543, 111.9964735955"
4508,"JAWA TIMUR, KAB. MALANG","KALIPARE, KALIPARE",DUSUN KRAJAN,"-8.20666279, 112.46480482"
4509,"JAWA TIMUR, KAB. MALANG","PAKIS, TIRTOMOYO",JL H NUROIS GG 3 GENTONG,"-7.9404699, 112.6776048"
4510,"JAWA TIMUR, KAB. PONOROGO","BALONG, BULAK",DUKUH ASEM DEPOK,"-7.9634093, 111.4053571"
4511,"JAWA TIMUR, KAB. MALANG","TAJINAN, GUNUNGSARI",DSN BARAN,"-8.041138, 112.704598"
4512,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",DUSUN CALOK,"-8.1015262, 113.738646"
4513,"JAWA TIMUR, KAB. MALANG","NGAJUM, MAGUAN",MAGUAN,"-8.05344843, 112.53089321"
4514,"JAWA TIMUR, KAB. MALANG","NGANTANG, PURWOREJO",DUKUH BINANGSRI,"-7.89350333333333, 112.393218333333"
4515,"JAWA TIMUR, LAMONGAN","BABAT, MOROPELANG",MOROPELANG,"-7.0982991, 112.2469618"
4516,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BURING",JL. KH MALIK DALAM,"-8.008008136055366, 112.64635015093998"
4517,"JAWA TIMUR, KAB. PASURUAN","GONDANGWETAN, WONOJATI",DSN. PLALANGAN,"-7.722025, 112.919581666667"
4518,"JAWA TIMUR, KAB. MAGETAN","LEMBEYAN, KEDUNGPANJI",KEDUNGPANJI,"-7.75021467, 111.45124639"
4519,"JAWA TIMUR, KAB. MALANG","TAJINAN, GUNUNGSARI",DUSUN BARAN,"-8.0374909, 112.6924779"
4520,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN CURAHKATES,"-8.2291863, 113.66649781"
4521,"JAWA TIMUR, KAB. MALANG","BANTUR, SUMBERBENING",DSN SUMBERWATES,"-8.3105029, 112.5422028"
4522,"JAWA TIMUR, KAB. MALANG","NGANTANG, SIDODADI",DSN SALAM,"-7.91402463, 112.38214286"
4523,"JAWA TIMUR, KAB. MALANG","BANTUR, PRINGGONDANI",DSN SUMBERWALUH,"-8.30044377, 112.55787848"
4524,"JAWA TIMUR, KAB. PACITAN","DONOROJO, SEKAR",DUSUN GONDANGMANIS,"-8.1273651, 110.9698503"
4525,"JAWA TIMUR, GRESIK","BALONGPANGGANG, BALONGPANGGANG",DSN KALIANYAR,"-7.2713386, 112.4594919"
4526,"JAWA TIMUR, KAB. MALANG","BULULAWANG, SUDIMORO",JL MASJID NURUL HUDA,"-7.9244195, 112.6046439"
4527,"JAWA TIMUR, KOTA PASURUAN","GADINGREJO, PETAHUNAN",JL. GATOT SUBROTO,"-7.64036292251173, 112.883771488081"
4528,"JAWA TIMUR, MALANG","BULULAWANG, WANDANPURO",JL SIDODADI 3,"-8.07331828, 112.63998086"
4529,"JAWA TIMUR, KAB. MAGETAN","BARAT, KARANGSONO",KARANGSONO,"-7.57252585608512, 111.448395280167"
4530,"JAWA TIMUR, KAB. TULUNGAGUNG","BOYOLANGU, GEDANGSEWU",DSN. GEDANGSEWU SELATAN,"-8.0782328, 111.8908709"
4531,"JAWA TIMUR, MALANG","BANTUR, WONOKERTO",DUSUN GUMUK MOJO,"-8.2363648, 112.6011449"
4532,"JAWA TIMUR, KAB. MALANG","JABUNG, JABUNG",JL. KERTOSARI,"-7.91993431, 112.7384402"
4533,"JAWA TIMUR, KAB. BANYUWANGI","TEGALSARI, TEGALSARI",DSN KRAJAN 2,"-8.42661, 114.157133333333"
4534,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, GUBUGKLAKAH",GUBUGKLAKAH,"-8.0250467, 112.8282399"
4535,"JAWA TIMUR, TULUNGAGUNG","BOYOLANGU, SOBONTORO",DSN NGRECO,"-8.080631, 111.8943046"
4536,"JAWA TIMUR, KAB. MALANG","KEPANJEN, KEDUNGPEDARINGAN",JL NANAS,"-8.154115, 112.58247"
4537,"JAWA TIMUR, KOTA PROBOLINGGO","KADEMANGAN, KADEMANGAN",BLOK TRIWUNG,"-7.78362067217218, 113.183449801341"
4538,"JAWA TIMUR, KOTA MOJOKERTO","PRAJURITKULON, KAUMAN",CAKARAYAM III / 01,"-7.46412833333333, 112.429155"
4539,"JAWA TIMUR, KAB. MALANG","PUJON, TAWANGSARI",DSN GERIH,"-7.81842045, 112.44791096"
4540,"JAWA TIMUR, KAB. MALANG","GONDANGLEGI, SUKOREJO",JL PURWANTORO,"-8.1391385, 112.5958772"
4541,"JAWA TIMUR, KOTA BLITAR","KEPANJENKIDUL, KEPANJENKIDUL",JL. SIMPANG SUMATERA NO 3,"-8.1028655, 112.1695754"
4542,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, DAWUHAN",DUKUH NGANDENG,"-8.10525833333333, 112.774561666667"
4543,"JAWA TIMUR, KAB. BANYUWANGI","SEMPU, KARANGSARI",DSN.GUMUK,"-8.336635, 114.2065242"
4544,"JAWA TIMUR, KAB. MALANG","DONOMULYO, MENTARAMAN",MENTARAMAN,"-8.3236206, 112.4160989"
4545,"JAWA TIMUR, KOTA SURABAYA","GUNUNG ANYAR, RUNGKUT TENGAH",RUNGKUT TENGAH I C / 19,"-7.3330455, 112.7656033"
4546,"JAWA TIMUR, KAB. MALANG","KALIPARE, KALIPARE",DSN PITRANG,"-8.22147126, 112.46668113"
4547,"JAWA TIMUR, KOTA BATU","BATU, ORO-ORO OMBO",KRAJAN,"-7.8967824, 112.5288558"
4548,"JAWA TIMUR, KAB. PROBOLINGGO","GADING, JURANGJERO",DUSUN TENGGER,"-7.86645, 113.392643333333"
4549,"JAWA TIMUR, KAB. MALANG","KARANG PLOSO, TAWANGARGO",DSN LEBAN,"-7.87142278, 112.57203427"
4550,"JAWA TIMUR, KAB. MALANG","JABUNG, KEMIRI",DUSUN TENGO,"-7.8856925, 112.7672467"
4551,"JAWA TIMUR, MAGETAN","KAWEDANAN, TULUNG",TULUNG,"-7.7015695, 111.4243934"
4552,"JAWA TIMUR, KOTA PROBOLINGGO","KADEMANGAN, PILANG",JL KERINCI GG III KAV PILANG BARU,"-7.7551498, 113.1860325"
4553,"JAWA TIMUR, KAB. BANYUWANGI","SEMPU, JAMBEWANGI",DSN.SIDOMULYO,"-8.2529233, 114.1003047"
4554,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, JOMBANGDELIK",DUSUN. DELIK,"-7.3257708, 112.3823459"
4555,"JAWA TIMUR, KAB. PACITAN","DONOROJO, KALAK",DUSUN NGOBYOGAN,"-8.19174166666667, 110.942573333333"
4556,"JAWA TIMUR, KAB. PROBOLINGGO","BANYUANYAR, GUNUNGGENI",DUSUN CALPEK,"-7.8637523, 113.2905602"
4557,"JAWA TIMUR, KAB. BANGKALAN","BLEGA, BATES",DSN. PERRENG,"-7.08822965, 113.08148348"
4558,"JAWA TIMUR, KAB. MALANG","PAKIS, BANJAREJO",DSN NGAMPRONG,"-8.0031394, 112.7069803"
4559,"JAWA TIMUR, KOTA MOJOKERTO","KRANGGAN, MERI",LINGK. MERI,"-7.47476333333333, 112.447858333333"
4560,"JAWA TIMUR, KAB. MALANG","KALIPARE, SUKOWILANGUN",DSN KOPRAL,"-8.18377333333333, 112.453693333333"
4561,"JAWA TIMUR, KAB. BANYUWANGI","LICIN, TAMANSARI",DUSUN SUMBERWATU,"-8.17620033, 114.24770356"
4562,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. HAUDLUL ULUM,"-8.03535545, 112.65312485"
4563,"JAWA TIMUR, KAB. NGANJUK","BAGOR, GEMENGGENG",DSN. BABADAN,"-7.5706809, 111.8767754"
4564,"JAWA TIMUR, KOTA PASURUAN","PANGGUNGREJO, TAMBA'AN",JL HANGTUAH GG 7,"-7.6296873, 112.905694"
4565,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",JL. SULTAN AGUNG DUSUN KRAJAN,"-8.1163026, 113.7493845"
4566,"JAWA TIMUR, KOTA MALANG","KLOJEN, KIDULDALEM",JL. EMBONG BRANTAS II/1567,"-7.98087989911437, 112.636558720842"
4567,"JAWA TIMUR, JEMBER","AMBULU, SUMBEREJO",DUSUN KRAJAN KIDUL,"-8.400846902341666, 113.58369871573066"
4568,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",DUSUN PLANTARAN,"-8.21374171725614, 114.200803499625"
4569,"JAWA TIMUR, KAB. JOMBANG","GUDO, GEMPOLLEGUNDI",DSN LEGUNDI,"-7.60286435, 112.17012073"
4570,"JAWA TIMUR, TULUNGAGUNG","BOYOLANGU, SOBONTORO",DSN NGRECO6,"-8.0849487, 111.8983941"
4571,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",ARGOYUWONO,"-8.1936527, 112.8911094"
4572,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSARI,"-8.1987878, 112.8889247"
4573,"JAWA TIMUR, KOTA BLITAR","SUKOREJO, TLUMPU",JL WIDURI NO 53,"-8.11513006, 112.1530227"
4574,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, GAMBIRAN",DUSUN SETEMBEL,"-8.3925323, 114.1323324"
4575,"JAWA TIMUR, KOTA PROBOLINGGO","KANIGARAN, KEBONSARI KULON",JL. KH ACHMAD DAHLAN KAV ANGGURAN NO.28A,"-7.7604274, 113.2233176"
4576,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, SRAGI",DSN. KENCONO,"-8.24675166666667, 114.183516666667"
4577,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN CURAHKATES,"-8.22838524, 113.66610547"
4578,"JAWA TIMUR, KAB. JEMBER","AJUNG, AJUNG",DUSUN AJUNG KULON,"-8.2150183, 113.6714201"
4579,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",DUSUN KRAJAN,"-8.10751721262932, 113.751870766282"
4580,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DUSUN KRAJAN,"-8.3230375, 114.3154612"
4581,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, WRINGINAGUNG",DUSUN JATISARI,"-8.4300193, 114.1809077"
4582,"JAWA TIMUR, KAB. PONOROGO","BALONG, KARANGPATIHAN",DUKUH BIBIS,"-7.96025073, 111.38970316"
4583,"JAWA TIMUR, KAB. JOMBANG","BANDARKEDUNGMULYO, KAYEN",DSN SEMELO,"-7.57881333333333, 112.14182"
4584,"JAWA TIMUR, KAB. BANYUWANGI","SRONO, PARIJATAH KULON",DUSUN KERTOSONO,"-8.33877137, 114.21849524"
4585,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, KRADENAN",DUSUN KALIBOYO,"-8.4636527, 114.245143"
4586,"JAWA TIMUR, KAB. BANYUWANGI","CLURING, TAMANAGUNG",DUSUN SAGAD,"-8.400465, 114.224013333333"
4587,"JAWA TIMUR, KOTA BATU","JUNREJO, TORONGREJO",DUSUN KLEREK,"-7.8809503, 112.5499655"
4588,"JAWA TIMUR, KOTA PROBOLINGGO","KANIGARAN, KEBONSARI KULON",JL KH ABD HAMID NO.67,"-7.7576409, 113.2203053"
4589,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, SRAGI",DSN. SRAGI TENGAH,"-8.2235199, 114.1602917"
4590,"JAWA TIMUR, KAB. LAMONGAN","BLULUK, SONGOWARENG",PUTUK,"-7.30664433, 112.13897066"
4591,"JAWA TIMUR, KAB. TULUNGAGUNG","BOYOLANGU, GEDANGSEWU",DSN PILANG,"-8.0744501, 111.8882991"
4592,"JAWA TIMUR, KOTA SURABAYA","TENGGILIS MEJOYO, KENDANGSARI",KENDANGSARI GG.8/12,"-7.327565, 112.75013"
4593,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, SEKARPUTIH",SEKARPUTIH,"-7.30114466, 112.44179153"
4594,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",DUSUN DARUNGAN,"-8.2258277, 113.6567535"
4595,"JAWA TIMUR, KAB. MAGETAN","BENDO, KLEDOKAN",KLEDOKAN,"-7.5477327, 111.4549392"
4596,"JAWA TIMUR, KAB. NGANJUK","BAGOR, BAGOR KULON",DSN. MANYUNGREJO,"-7.56465861, 111.8331829"
4597,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. PASEMBON,"-8.5070786, 114.1622812"
4598,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",DUSUN KRAJAN PLALANGAN,"-8.20333313662559, 113.630153378472"
4599,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",Dsn. SAMBUNGREJO,"-8.19607166666667, 114.179601666667"
4600,"JAWA TIMUR, KOTA BATU","BATU, PESANGGRAHAN",JL. ANGGREK ATAS,"-7.86938666666667, 112.507283333333"
4601,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, TOKAWI",DUWET,"-7.9896854, 111.1442198"
4602,"JAWA TIMUR, KAB. JEMBER","AJUNG, AJUNG",DUSUN AJUNG KULON,"-8.2156595, 113.673067"
4603,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, GAMBIRAN",DUSUN SETEMBEL,"-8.4036404, 114.1399809"
4604,"JAWA TIMUR, KOTA BLITAR","KEPANJENKIDUL, KEPANJENKIDUL",JL. CEMARA NO 9,"-8.103985, 112.1591"
4605,"JAWA TIMUR, GRESIK","BALONGPANGGANG, JOMBANGDELIK",DUSUN DELIK,"-7.3251578, 112.3824151"
4606,"JAWA TIMUR, KAB. PONOROGO","JAMBON, BLEMBEM",DUKUH DUKUH,"-7.8941469, 111.3904032"
4607,"JAWA TIMUR, KAB. JOMBANG","BANDARKEDUNGMULYO, BARONGSAWAHAN",DSN SAWAHAN,"-7.60645166666667, 112.147828333333"
4608,"JAWA TIMUR, KOTA SURABAYA","PABEAN CANTIAN, KREMBANGAN UTARA",MUTERAN BARU 46,"-7.2285407, 112.7369358"
4609,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL MUHARTO V C,"-7.99565833333333, 112.63746"
4610,"JAWA TIMUR, KAB. PACITAN","SUDIMORO, PAGERKIDUL",NGLUMPANG,"-8.2437364, 111.3324832"
4611,"JAWA TIMUR, KOTA PASURUAN","BUGUL KIDUL, BLANDONGAN",SUNGI KULON,"-7.6594621, 112.93127408"
4612,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DUSUN SUKOMAJU B,"-8.2361213, 112.8772565"
4613,"JAWA TIMUR, KAB. PACITAN","TULAKAN, BUBAKAN",DSN. TANGGUNG,"-8.1133114, 111.2794445"
4614,"JAWA TIMUR, KOTA PROBOLINGGO","KANIGARAN, KANIGARAN",JL. SULTAN AGUNG NO. 76,"-7.76372758671641, 113.215838586912"
4615,"JAWA TIMUR, KAB. PROBOLINGGO","BANYUANYAR, GUNUNGGENI",DUSUN CALPEK,"-7.8633067, 113.2898832"
4616,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, SIDOMULYO",DSN PAGERSARI,"-8.2458022, 111.1915369"
4617,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN AJUNGWETAN ,"-8.2122822, 113.6780361"
4618,"JAWA TIMUR, KAB. PACITAN","SUDIMORO, KLEPU",MEKARINDAH,"-8.1930308, 111.40068653"
4619,"JAWA TIMUR, BOJONEGORO","DANDER, KUNCI",DESA KUNCI,"-7.2675746, 111.8740832"
4620,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KIDUL BESUK,"-8.21792867034674, 113.676807889715"
4621,"JAWA TIMUR, KAB. PACITAN","NGADIROJO, TANJUNGLOR",PAKIS,"-8.1712209, 111.3241861"
4622,"JAWA TIMUR, KOTA BATU","BUMIAJI, GIRIPURNO",JL. TUNGGUL WULUNG,"-7.8620924, 112.5544668"
4623,"JAWA TIMUR, JEMBER","AMBULU, SUMBEREJO",DUSUN KRAJAN KIDUL,"-8.3909829, 113.5921956"
4624,"JAWA TIMUR, KAB. BANYUWANGI","SEMPU, TEMUASRI",DSN.AWU - AWU,"-8.2856735, 114.1599208"
4625,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, TAHUNAN",NANGGUNGAN,"-8.00843666666667, 111.342715"
4626,"JAWA TIMUR, KAB. PACITAN","TULAKAN, PADI",KLESEM,"-8.1929114, 111.2690391"
4627,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN CURAHKATES,"-8.22815027553588, 113.666892852634"
4628,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, PAKIS BARU",DUSUN KATOSAN,"-7.97321333333333, 111.21195"
4629,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANGUNSARI",DSN. SENDI,"-7.9703084, 111.2794722"
4630,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, UJUNG",SAWAH PULO SR 2/9,"-7.22476275, 112.74401161"
4631,"JAWA TIMUR, KOTA BATU","BATU, TEMAS",JL PATIMURA,"-7.8854322, 112.5388567"
4632,"JAWA TIMUR, KAB. PACITAN","PUNUNG, WARENG",TABUHAN,"-8.1259222, 110.9834894"
4633,"JAWA TIMUR, KOTA BATU","BUMIAJI, GUNUNGSARI",TALANGSARI,"-7.8408586, 112.5120062"
4634,"JAWA TIMUR, LAMONGAN","BLULUK, PRIMPEN",PRIMPEN,"-7.2961114, 112.1541823"
4635,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, PURWOASRI",DUSUN SAMPANG,"-8.2380999, 111.1792411"
4636,"JAWA TIMUR, KAB. MALANG","BULULAWANG, KREBET SENGGRONG",DSN. DEMANG JAYA,"-8.0879686, 112.63883504"
4637,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERARUM",SUMBERARUM,"-7.2635729, 111.8716381"
4638,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, NGRECO",NGLODO,"-8.10449833333333, 111.255931666667"
4639,"JAWA TIMUR, KAB. MALANG","BULULAWANG, KREBET SENGGRONG",DUSUN KRAPYAK JAYA,"-8.08414000086486, 112.64825633727"
4640,"JAWA TIMUR, KAB. MOJOKERTO","DLANGGU, SAMBILAWANG",DSN.PLAOSAN,"-7.55934833333333, 112.455131666667"
4641,"JAWA TIMUR, KAB. BOJONEGORO","BALEN, KABUNAN",GG. SALAK II NO 506,"-7.2010432, 111.9352951"
4642,"JAWA TIMUR, KAB. BANGKALAN","BLEGA, KARANG PANASAN",DSN. PANTEH,"-7.08987, 113.0784952"
4643,"JAWA TIMUR, KAB. LUMAJANG","JATIROTO, KALIBOTO LOR",PERSIL NYEORAN,"-8.1291, 113.367801666667"
4644,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN CURAHKATES,"-8.2291836803779, 113.66648633033"
4645,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DSN SUKOMAJU A,"-7.9515408, 112.6360032"
4646,"JAWA TIMUR, KAB. BANYUWANGI","SILIRAGUNG, BARUREJO",DUSUN SENEPOSARI,"-8.51626431, 114.10092017"
4647,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, KEMUNING",DSN. TOSARI,"-8.0216725, 111.3267944"
4648,"JAWA TIMUR, KAB. BANYUWANGI","KABAT, TAMBONG",DUSUN KEJOYO,"-8.2532137, 114.3015953"
4649,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, PENGGUNG",PETUNGGERO BAWAH,"-7.9327883, 111.1620936"
4650,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANDAR",DSN. SALAM,"-8.01581627, 111.27254141"
4651,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANGUNSARI",DSN KRAJAN,"-7.96114932, 111.27103045"
4652,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. PASEMBON,"-8.49543239, 114.14599792"
4653,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN AJUNG WETAN,"-8.2120018, 113.6793538"
4654,"JAWA TIMUR, JEMBER","AJUNG, WIROWONGSO",DUSUN BESUK,"-8.21984628, 113.69069374"
4655,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, PLOSO",DSN. SEMBURAN,"-8.05868666666667, 111.324505"
4656,"JAWA TIMUR, KOTA PASURUAN","BUGUL KIDUL, TAPA'AN",JL TRUNOJOYO,"-7.65376559634987, 112.91804843336"
4657,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",DUSUN JUBUNG LOR,"-8.1867511, 113.6337162"
4658,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANGUNSARI",SENDI,"-7.96697602, 111.27009342"
4659,"JAWA TIMUR, KOTA BLITAR","SUKOREJO, PAKUNDEN",JL. BOGOWONTO NO. 207,"-8.0932563, 112.1369248"
4660,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, SAMBIREJO",DSN.KEDUNGAGUNG,"-8.51904847, 114.15529918"
4661,"JAWA TIMUR, LAMONGAN","BABAT, SOGO",JL. SANTI KREPYAK,"-7.104975, 112.180396666667"
4662,"JAWA TIMUR, KOTA MOJOKERTO","MAGERSARI, BALONGSARI",JL. EMPUNALA NO. 47 F,"-7.4640712, 112.4405083"
4663,"JAWA TIMUR, PACITAN","NAWANGAN, SEMPU",JAJAR,"-8.00832014, 111.22757671"
4664,"JAWA TIMUR, KAB. PACITAN","ARJOSARI, GEMBONG",DSN. NGASEM,"-8.14788333333333, 111.174861666667"
4665,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, ARJOWINANGUN",PERUM PURI CEMPAKA PUTIH I S 9,"-8.035688347216798, 112.64198853467703"
4666,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, NAWANGAN",DUSUN TEMPEL,"-7.99498168, 111.16310523"
4667,"JAWA TIMUR, KOTA BATU","BATU, PESANGGRAHAN",JL.HASANUDIN GG.VI,"-7.871804, 112.5120982"
4668,"JAWA TIMUR, KAB. LAMONGAN","BABAT, GEMBONG",DSN BERU,"-7.09228333333333, 112.208061666667"
